Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Weather_Desc,TimeStamp,Date,Traffic_Vol
,268.44,0,0.062857143,91,Snowfall,Flurries,29-12-2018 05:00,29-12-2018,3335.02
,269.21,0,0.05,91,Snowfall,Flurries,29-12-2018 06:00,29-12-2018,5061.42
,269.94,0,0.054285714,90,Snowfall,Flurries,29-12-2018 07:00,29-12-2018,4861.22
,270,0,0.11,75,Snowfall,Flurries,29-12-2018 08:00,29-12-2018,4297.02
,270.45,0,0.111428571,90,Snowfall,Flurries,29-12-2018 09:00,29-12-2018,4354.22
,269.68,0,0.062857143,90,Snowfall,Flurries,29-12-2018 10:00,29-12-2018,4306.12
,270.04,0,0,90,Snowfall,Flurries,29-12-2018 12:00,29-12-2018,5084.82
,269.77,0,0.058571429,90,Snowfall,Flurries,29-12-2018 14:00,29-12-2018,6018.22
,268.85,0,0,90,Snowfall,Flurries,29-12-2018 16:00,29-12-2018,7002.32
,267.54,0,0,90,Cloudy skies,Full cloud cover,29-12-2018 18:00,29-12-2018,5067.92
,268.07,0,0,90,Cloudy skies,Full cloud cover,29-12-2018 20:00,29-12-2018,3346.72
,267.41,0,0,90,Cloudy skies,Full cloud cover,29-12-2018 22:00,29-12-2018,2872.22
,267.38,0,0,91,Light fog,Fine fog,29-12-2018 23:00,29-12-2018,1959.62
,267.79,0,0,90,Light fog,Fine fog,30-12-2018 01:00,30-12-2018,976.82
,268.24,0,0,90,Light fog,Fine fog,30-12-2018 02:00,30-12-2018,884.52
,267.61,0,0,90,Light fog,Fine fog,30-12-2018 04:00,30-12-2018,1443.52
,267.76,0,0,90,Light fog,Fine fog,30-12-2018 05:00,30-12-2018,3400.02
,268.06,0,0,90,Light fog,Fine fog,30-12-2018 06:00,30-12-2018,6443.32
,267.75,0,0,90,Light fog,Fine fog,30-12-2018 07:00,30-12-2018,6677.32
,267.84,0,0,90,Light fog,Fine fog,30-12-2018 09:00,30-12-2018,6079.32
,268.3,0,0,90,Light fog,Fine fog,30-12-2018 10:00,30-12-2018,5879.12
,269.29,0,0,90,Cloudy skies,Full cloud cover,30-12-2018 12:00,30-12-2018,6999.72
,269.81,0,0,1,Airborne particles,Smoky air,30-12-2018 13:00,30-12-2018,7062.12
,269.83,0,0,41,Cloudy skies,Partly cloudy skies,30-12-2018 14:00,30-12-2018,7154.42
,269.47,0,0,91,Cloudy skies,Full cloud cover,30-12-2018 16:00,30-12-2018,8349.12
,268.52,0,0,90,Cloudy skies,Full cloud cover,30-12-2018 18:00,30-12-2018,6591.52
,267.18,0,0,90,Snowfall,Flurries,30-12-2018 20:00,30-12-2018,3757.52
,265.5,0,0,75,Snowfall,Flurries,30-12-2018 21:00,30-12-2018,3563.82
,265.12,0,0,1,Snowfall,Flurries,30-12-2018 23:00,30-12-2018,2353.52
,265.05,0,0,75,Cloudy skies,Fragmented clouds,31-12-2018 00:00,31-12-2018,1479.92
,264.88,0,0,90,Snowfall,Flurries,31-12-2018 01:00,31-12-2018,1067.82
,265.18,0,0,90,Snowfall,Flurries,31-12-2018 02:00,31-12-2018,935.22
,264.19,0,0,1,Clear skies,Clear skies,31-12-2018 03:00,31-12-2018,889.72
,263.34,0,0,1,Clear skies,Clear skies,31-12-2018 04:00,31-12-2018,1297.92
,261.23,0,0,75,Snowfall,Flurries,31-12-2018 06:00,31-12-2018,5252.52
,260.6,0,0,75,Snowfall,Flurries,31-12-2018 07:00,31-12-2018,5884.32
,260.1,0,0,21,Light fog,Fine fog,31-12-2018 08:00,31-12-2018,5517.72
,260.75,0,0,90,Snowfall,Flurries,31-12-2018 09:00,31-12-2018,5598.32
,262.77,0,0,41,Snowfall,Flurries,31-12-2018 10:00,31-12-2018,5815.42
,264.25,0,0,91,Airborne particles,Smoky air,31-12-2018 12:00,31-12-2018,6993.22
,264.93,0,0,90,Airborne particles,Smoky air,31-12-2018 13:00,31-12-2018,7241.52
,265.03,0,0,90,Airborne particles,Smoky air,31-12-2018 15:00,31-12-2018,7892.82
,265.19,0,0,90,Snowfall,Flurries,31-12-2018 16:00,31-12-2018,7528.82
,265.72,0,0,90,Snowfall,Flurries,31-12-2018 19:00,31-12-2018,5078.32
,266.51,0,0,76,Snowfall,Flurries,31-12-2018 21:00,31-12-2018,4024.02
,266.18,0,0,75,Snowfall,Flurries,31-12-2018 23:00,31-12-2018,2764.32
1,266.24,0,0,90,Airborne particles,Smoky air,01-01-2019 0:00,01-01-2019,2389.92
,266.8,0,0,91,Snowfall,Flurries,01-01-2019 1:00,01-01-2019,2438.02
,266.11,0,0,90,Snowfall,Flurries,01-01-2019 3:00,01-01-2019,1359.02
,265.8,0,0,90,Cloudy skies,Full cloud cover,01-01-2019 4:00,01-01-2019,1112.02
,265.38,0,0,90,Cloudy skies,Full cloud cover,01-01-2019 5:00,01-01-2019,1188.72
,264.49,0,0,2,Clear skies,Clear skies,01-01-2019 6:00,01-01-2019,1479.92
,264.96,0,0,1,Clear skies,Clear skies,01-01-2019 7:00,01-01-2019,1574.82
,265.3,0,0,75,Cloudy skies,Fragmented clouds,01-01-2019 8:00,01-01-2019,1827.02
,266.56,0,0,90,Cloudy skies,Full cloud cover,01-01-2019 9:00,01-01-2019,2465.32
,268.01,0,0,40,Cloudy skies,Partly cloudy skies,01-01-2019 10:00,01-01-2019,3098.42
,270.43,0,0,2,Clear skies,Clear skies,01-01-2019 12:00,01-01-2019,4597.32
,272.47,0,0,1,Clear skies,Clear skies,01-01-2019 13:00,01-01-2019,4974.32
,272.98,0,0,1,Clear skies,Clear skies,01-01-2019 14:00,01-01-2019,4908.02
,272.93,0,0,1,Clear skies,Clear skies,01-01-2019 16:00,01-01-2019,4796.22
,269.6,0,0,1,Clear skies,Clear skies,01-01-2019 18:00,01-01-2019,4190.42
,268.55,0,0,1,Clear skies,Clear skies,01-01-2019 20:00,01-01-2019,3205.02
,266.72,0,0,1,Clear skies,Clear skies,01-01-2019 21:00,01-01-2019,2821.52
,266.21,0,0,2,Clear skies,Clear skies,01-01-2019 23:00,01-01-2019,2093.52
,265.17,0,0,2,Clear skies,Clear skies,02-01-2019 1:00,02-01-2019,1253.72
,264.28,0,0,1,Clear skies,Clear skies,02-01-2019 2:00,02-01-2019,1277.12
,264.16,0,0,2,Clear skies,Clear skies,02-01-2019 3:00,02-01-2019,1279.72
,263.44,0,0,1,Clear skies,Clear skies,02-01-2019 4:00,02-01-2019,919.62
,263.19,0,0,2,Clear skies,Clear skies,02-01-2019 5:00,02-01-2019,1222.52
,263.54,0,0,1,Clear skies,Clear skies,02-01-2019 6:00,02-01-2019,1778.92
,264.19,0,0,2,Clear skies,Clear skies,02-01-2019 7:00,02-01-2019,2296.32
,264.69,0,0,1,Clear skies,Clear skies,02-01-2019 8:00,02-01-2019,2870.92
,265.09,0,0,1,Clear skies,Clear skies,02-01-2019 9:00,02-01-2019,3949.92
,268.39,0,0,1,Clear skies,Clear skies,02-01-2019 10:00,02-01-2019,4525.82
,270.52,0,0,2,Clear skies,Clear skies,02-01-2019 12:00,02-01-2019,5931.12
,272.38,0,0,2,Clear skies,Clear skies,02-01-2019 13:00,02-01-2019,6179.42
,273.47,0,0,1,Clear skies,Clear skies,02-01-2019 15:00,02-01-2019,6289.92
,272.42,0,0,1,Clear skies,Clear skies,02-01-2019 17:00,02-01-2019,6276.92
,270.46,0,0,1,Clear skies,Clear skies,02-01-2019 19:00,02-01-2019,4523.22
,269.55,0,0,5,Clear skies,Clear skies,02-01-2019 21:00,02-01-2019,3862.82
,269.45,0,0,75,Cloudy skies,Fragmented clouds,02-01-2019 22:00,02-01-2019,3743.22
,270.16,0,0,90,Cloudy skies,Full cloud cover,02-01-2019 23:00,02-01-2019,2809.82
,270.29,0,0,90,Cloudy skies,Full cloud cover,03-01-2019 0:00,03-01-2019,1639.82
,270.96,0,0,91,Cloudy skies,Full cloud cover,03-01-2019 1:00,03-01-2019,1242.02
,270.44,0,0,91,Cloudy skies,Full cloud cover,03-01-2019 3:00,03-01-2019,1277.12
,270.91,0,0,90,Cloudy skies,Full cloud cover,03-01-2019 5:00,03-01-2019,1208.22
,270.71,0,0,90,Cloudy skies,Full cloud cover,03-01-2019 7:00,03-01-2019,2171.52
,270.82,0,0,75,Cloudy skies,Fragmented clouds,03-01-2019 9:00,03-01-2019,3648.32
,271.48,0,0,91,Cloudy skies,Full cloud cover,03-01-2019 11:00,03-01-2019,4697.42
,271.56,0,0,90,Cloudy skies,Full cloud cover,03-01-2019 12:00,03-01-2019,5311.02
,271.78,0,0,90,Cloudy skies,Full cloud cover,03-01-2019 14:00,03-01-2019,6105.32
,271.62,0,0,91,Cloudy skies,Full cloud cover,03-01-2019 16:00,03-01-2019,5693.22
,270.61,0,0,1,Clear skies,Clear skies,03-01-2019 18:00,03-01-2019,4688.32
,269.55,0,0,1,Clear skies,Clear skies,03-01-2019 20:00,03-01-2019,2779.92
,267.4,0,0,2,Clear skies,Clear skies,03-01-2019 22:00,03-01-2019,2261.22
,265.56,0,0,2,Clear skies,Clear skies,04-01-2019 0:00,04-01-2019,1044.42
,264.31,0,0,2,Clear skies,Clear skies,04-01-2019 2:00,04-01-2019,775.32
,261.84,0,0,2,Light fog,Fine fog,04-01-2019 3:00,04-01-2019,962.52
,261.14,0,0,1,Light fog,Fine fog,04-01-2019 5:00,04-01-2019,3903.12
,260.91,0,0,1,Light fog,Fine fog,04-01-2019 6:00,04-01-2019,7617.22
,259.85,0,0,90,Light fog,Fine fog,04-01-2019 7:00,04-01-2019,8528.52
,259.83,0,0,1,Dense fog,Dense fog,04-01-2019 8:00,04-01-2019,7801.82
,262.13,0,0,76,Dense fog,Dense fog,04-01-2019 9:00,04-01-2019,6452.42
,263.84,0,0,2,Light fog,Fine fog,04-01-2019 10:00,04-01-2019,5703.62
,266.88,0,0,1,Clear skies,Clear skies,04-01-2019 11:00,04-01-2019,5933.72
,269.04,0,0,1,Clear skies,Clear skies,04-01-2019 13:00,04-01-2019,6494.02
,269.58,0,0,1,Clear skies,Clear skies,04-01-2019 15:00,04-01-2019,7730.32
,267.34,0,0,90,Cloudy skies,Full cloud cover,04-01-2019 17:00,04-01-2019,8290.62
,266.64,0,0,5,Clear skies,Clear skies,04-01-2019 19:00,04-01-2019,4103.32
,266.13,0,0,90,Light fog,Fine fog,04-01-2019 21:00,04-01-2019,2902.12
,267.26,0,0,90,Cloudy skies,Full cloud cover,04-01-2019 22:00,04-01-2019,2227.42
,266.81,0,0,90,Cloudy skies,Full cloud cover,05-01-2019 0:00,05-01-2019,1057.42
,267.26,0,0,91,Cloudy skies,Full cloud cover,05-01-2019 1:00,05-01-2019,887.12
,267.37,0,0,90,Cloudy skies,Full cloud cover,05-01-2019 3:00,05-01-2019,826.02
,269.43,0,0,90,Cloudy skies,Full cloud cover,05-01-2019 5:00,05-01-2019,3930.42
,269.11,0,0,40,Cloudy skies,Partly cloudy skies,05-01-2019 6:00,05-01-2019,7878.52
,267.96,0,0,41,Cloudy skies,Partly cloudy skies,05-01-2019 7:00,05-01-2019,8913.32
,268.11,0,0,1,Clear skies,Clear skies,05-01-2019 8:00,05-01-2019,7914.92
,269.19,0,0,2,Clear skies,Clear skies,05-01-2019 9:00,05-01-2019,6709.82
,269.61,0,0,76,Cloudy skies,Fragmented clouds,05-01-2019 10:00,05-01-2019,5844.02
,272.08,0,0,2,Clear skies,Clear skies,05-01-2019 12:00,05-01-2019,6491.42
,272.13,0,0,41,Cloudy skies,Partly cloudy skies,05-01-2019 13:00,05-01-2019,6549.92
,272.2,0,0,2,Clear skies,Clear skies,05-01-2019 14:00,05-01-2019,7175.22
,272.32,0,0,1,Clear skies,Clear skies,05-01-2019 16:00,05-01-2019,8856.12
,270.58,0,0,2,Clear skies,Clear skies,05-01-2019 18:00,05-01-2019,6028.62
,269.48,0,0,90,Cloudy skies,Full cloud cover,05-01-2019 20:00,05-01-2019,3667.82
,270.29,0,0,91,Cloudy skies,Full cloud cover,05-01-2019 22:00,05-01-2019,2283.32
,270.34,0,0,91,Cloudy skies,Full cloud cover,05-01-2019 23:00,05-01-2019,1682.72
,270.8,0,0,90,Cloudy skies,Full cloud cover,06-01-2019 0:00,06-01-2019,1404.52
,271.72,0,0,91,Cloudy skies,Full cloud cover,06-01-2019 1:00,06-01-2019,1151.02
,271.25,0,0,90,Cloudy skies,Full cloud cover,06-01-2019 2:00,06-01-2019,972.92
,270.89,0,0,91,Cloudy skies,Full cloud cover,06-01-2019 3:00,06-01-2019,1043.12
,270.34,0,0,1,Clear skies,Clear skies,06-01-2019 4:00,06-01-2019,1738.62
,269.5,0,0,1,Clear skies,Clear skies,06-01-2019 5:00,06-01-2019,4033.12
,269.83,0,0,2,Clear skies,Clear skies,06-01-2019 6:00,06-01-2019,7920.12
,269.74,0,0,1,Clear skies,Clear skies,06-01-2019 7:00,06-01-2019,9159.02
,270.24,0,0,1,Clear skies,Clear skies,06-01-2019 9:00,06-01-2019,7062.12
,271.76,0,0,1,Clear skies,Clear skies,06-01-2019 11:00,06-01-2019,6362.72
,273.36,0,0,90,Cloudy skies,Full cloud cover,06-01-2019 12:00,06-01-2019,6535.62
,273.4,0.25,0,90,Rainfall,Soft rain,06-01-2019 13:00,06-01-2019,6783.92
,273.51,0,0,90,Cloudy skies,Full cloud cover,06-01-2019 15:00,06-01-2019,7730.32
,274.16,0,0,91,Airborne particles,Smoky air,06-01-2019 17:00,06-01-2019,8312.72
,272.85,0,0,90,Snowfall,Flurries,06-01-2019 19:00,06-01-2019,4082.52
,273.07,0,0.25,90,Snowfall,Flurries,06-01-2019 21:00,06-01-2019,3125.72
,272.59,0,0,90,Snowfall,Flurries,06-01-2019 23:00,06-01-2019,1629.42
,273.54,0,0,75,Light fog,Fine fog,07-01-2019 0:00,07-01-2019,1145.82
,272.59,0,0,75,Light fog,Fine fog,07-01-2019 1:00,07-01-2019,842.92
,272.84,0,0,40,Light fog,Fine fog,07-01-2019 2:00,07-01-2019,832.52
,272.69,0,0,90,Light fog,Fine fog,07-01-2019 3:00,07-01-2019,1108.12
,273.39,0,0,90,Snowfall,Flurries,07-01-2019 4:00,07-01-2019,1833.52
,273.44,0,0,90,Light fog,Fine fog,07-01-2019 5:00,07-01-2019,4117.62
,272.69,0,0,90,Light fog,Fine fog,07-01-2019 7:00,07-01-2019,8571.42
,273.18,0,0,90,Light fog,Fine fog,07-01-2019 9:00,07-01-2019,6718.92
,274.15,0,0,90,Light fog,Fine fog,07-01-2019 11:00,07-01-2019,6293.82
,274.54,0,0.065714286,90,Snowfall,Flurries,07-01-2019 12:00,07-01-2019,6763.12
,274.24,0,0,90,Light fog,Fine fog,07-01-2019 13:00,07-01-2019,6588.92
,274,0,0.06,90,Snowfall,Flurries,07-01-2019 15:00,07-01-2019,7979.92
,273.94,0,0.13,90,Snowfall,Flurries,07-01-2019 16:00,07-01-2019,8800.22
,274.38,0,0,90,Light fog,Fine fog,07-01-2019 19:00,07-01-2019,4458.22
,274.54,0,0,91,Light fog,Fine fog,07-01-2019 21:00,07-01-2019,4213.82
,274.42,0,0.1,91,Snowfall,Flurries,07-01-2019 23:00,07-01-2019,2036.32
,273.95,0,0.074285714,75,Snowfall,Snowfall,08-01-2019 0:00,08-01-2019,1236.82
,273.88,0,0.17,90,Snowfall,Flurries,08-01-2019 1:00,08-01-2019,893.62
,274.02,0,0.094285714,90,Snowfall,Flurries,08-01-2019 3:00,08-01-2019,948.22
,273.72,0,0,90,Snowfall,Flurries,08-01-2019 4:00,08-01-2019,1483.82
,273.58,0,0,91,Snowfall,Flurries,08-01-2019 5:00,08-01-2019,3739.32
,273.21,0,0,90,Light fog,Fine fog,08-01-2019 7:00,08-01-2019,8177.52
,273.98,0,0,91,Light fog,Fine fog,08-01-2019 9:00,08-01-2019,6592.82
,274.31,0,0,91,Light fog,Fine fog,08-01-2019 10:00,08-01-2019,6176.82
,274.42,0,0,90,Light fog,Fine fog,08-01-2019 12:00,08-01-2019,6768.32
,274.1,0,0.262857143,90,Snowfall,Flurries,08-01-2019 13:00,08-01-2019,6833.32
,273.97,0,0.13,90,Snowfall,Flurries,08-01-2019 15:00,08-01-2019,7640.62
,273.16,0,0,90,Snowfall,Flurries,08-01-2019 17:00,08-01-2019,8198.32
,272.03,0,0,90,Snowfall,Flurries,08-01-2019 19:00,08-01-2019,4629.82
,270.95,0,0,91,Snowfall,Flurries,08-01-2019 21:00,08-01-2019,3686.02
,269.64,0,0,90,Snowfall,Flurries,08-01-2019 23:00,08-01-2019,2395.12
,266.67,0,0,90,Cloudy skies,Full cloud cover,09-01-2019 0:00,09-01-2019,1858.22
,265.52,0,0,91,Snowfall,Flurries,09-01-2019 1:00,09-01-2019,1321.32
,264.3,0,0,90,Snowfall,Flurries,09-01-2019 2:00,09-01-2019,1050.92
,261.39,0,0,90,Snowfall,Flurries,09-01-2019 4:00,09-01-2019,776.62
,260.13,0,0,91,Snowfall,Flurries,09-01-2019 6:00,09-01-2019,1534.52
,259.9,0,0,90,Cloudy skies,Full cloud cover,09-01-2019 8:00,09-01-2019,2872.22
,259.29,0,0,91,Cloudy skies,Full cloud cover,09-01-2019 10:00,09-01-2019,5507.32
,259.39,0,0,90,Snowfall,Flurries,09-01-2019 12:00,09-01-2019,6903.52
,259.26,0,0,90,Snowfall,Flurries,09-01-2019 14:00,09-01-2019,6370.52
,258.16,0,0,75,Cloudy skies,Fragmented clouds,09-01-2019 16:00,09-01-2019,5928.52
,257.03,0,0,40,Cloudy skies,Partly cloudy skies,09-01-2019 18:00,09-01-2019,5442.32
,255.6,0,0,1,Clear skies,Clear skies,09-01-2019 20:00,09-01-2019,3661.32
,254.22,0,0,1,Clear skies,Clear skies,09-01-2019 22:00,09-01-2019,3250.52
,252.25,0,0,1,Clear skies,Clear skies,10-01-2019 0:00,10-01-2019,1858.22
,251.85,0,0,1,Clear skies,Clear skies,10-01-2019 2:00,10-01-2019,1045.72
,250.49,0,0,1,Clear skies,Clear skies,10-01-2019 4:00,10-01-2019,776.62
,250.28,0,0,1,Clear skies,Clear skies,10-01-2019 6:00,10-01-2019,1401.92
,249.82,0,0,1,Clear skies,Clear skies,10-01-2019 8:00,10-01-2019,2659.02
,250.46,0,0,1,Clear skies,Clear skies,10-01-2019 9:00,10-01-2019,4039.62
,251.25,0,0,1,Clear skies,Clear skies,10-01-2019 10:00,10-01-2019,5524.22
,253.44,0,0,1,Clear skies,Clear skies,10-01-2019 11:00,10-01-2019,5589.22
,253.88,0,0,1,Clear skies,Clear skies,10-01-2019 12:00,10-01-2019,4836.52
,254.68,0,0,2,Clear skies,Clear skies,10-01-2019 13:00,10-01-2019,4662.32
,255.12,0,0,1,Clear skies,Clear skies,10-01-2019 15:00,10-01-2019,5103.02
,254.95,0,0,1,Clear skies,Clear skies,10-01-2019 17:00,10-01-2019,4641.52
,252.33,0,0,1,Clear skies,Clear skies,10-01-2019 19:00,10-01-2019,3670.42
,250.17,0,0,5,Clear skies,Clear skies,10-01-2019 21:00,10-01-2019,4250.22
,249.88,0,0,76,Cloudy skies,Fragmented clouds,10-01-2019 23:00,10-01-2019,1469.52
,248.58,0,0,1,Clear skies,Clear skies,11-01-2019 0:00,11-01-2019,1058.72
,249.12,0,0,91,Light fog,Fine fog,11-01-2019 1:00,11-01-2019,771.42
,249.41,0,0,1,Light fog,Fine fog,11-01-2019 3:00,11-01-2019,796.12
,248.92,0,0,2,Clear skies,Clear skies,11-01-2019 4:00,11-01-2019,1507.22
,249.22,0,0,1,Snowfall,Flurries,11-01-2019 6:00,11-01-2019,6759.22
,249.61,0,0,76,Airborne particles,Smoky air,11-01-2019 8:00,11-01-2019,7565.22
,251.39,0,0,41,Airborne particles,Smoky air,11-01-2019 10:00,11-01-2019,5516.42
,256.01,0,0,40,Snowfall,Flurries,11-01-2019 11:00,11-01-2019,5797.22
,257.15,0,0,2,Snowfall,Flurries,11-01-2019 13:00,11-01-2019,6247.02
,257.85,0,0,91,Airborne particles,Smoky air,11-01-2019 15:00,11-01-2019,7628.92
,258.03,0,0,91,Snowfall,Flurries,11-01-2019 17:00,11-01-2019,7331.22
,258.88,0,0,90,Snowfall,Flurries,11-01-2019 19:00,11-01-2019,3726.32
,259.3,0,0,40,Snowfall,Flurries,11-01-2019 21:00,11-01-2019,2976.22
,257.35,0,0,90,Airborne particles,Smoky air,11-01-2019 22:00,11-01-2019,2005.12
,257.36,0,0,20,Snowfall,Flurries,12-01-2019 0:00,12-01-2019,1050.92
,256.45,0,0,2,Snowfall,Flurries,12-01-2019 1:00,12-01-2019,842.92
,255.75,0,0,1,Snowfall,Flurries,12-01-2019 3:00,12-01-2019,850.72
,253.79,0,0,1,Clear skies,Clear skies,12-01-2019 4:00,12-01-2019,1541.02
,253.79,0,0,1,Clear skies,Clear skies,12-01-2019 5:00,12-01-2019,3769.22
,253.35,0,0,2,Clear skies,Clear skies,12-01-2019 6:00,12-01-2019,7298.72
,252.35,0,0,2,Clear skies,Clear skies,12-01-2019 8:00,12-01-2019,7197.32
,253.06,0,0,1,Clear skies,Clear skies,12-01-2019 10:00,12-01-2019,5711.42
,255.42,0,0,2,Clear skies,Clear skies,12-01-2019 11:00,12-01-2019,5911.62
,256.28,0,0,1,Clear skies,Clear skies,12-01-2019 13:00,12-01-2019,6449.82
,257.36,0,0,1,Clear skies,Clear skies,12-01-2019 15:00,12-01-2019,7752.42
,257.14,0,0,5,Clear skies,Clear skies,12-01-2019 17:00,12-01-2019,8304.92
,254.49,0,0,1,Clear skies,Clear skies,12-01-2019 19:00,12-01-2019,4290.52
,254.14,0,0,1,Clear skies,Clear skies,12-01-2019 21:00,12-01-2019,4874.22
,253.72,0,0,1,Clear skies,Clear skies,12-01-2019 23:00,12-01-2019,1788.02
,252.44,0,0,1,Clear skies,Clear skies,13-01-2019 00:00,13-01-2019,1271.92
,252.01,0,0,2,Snowfall,Flurries,13-01-2019 02:00,13-01-2019,1052.22
,252.82,0,0,41,Cloudy skies,Partly cloudy skies,13-01-2019 04:00,13-01-2019,1659.32
,255.51,0,0,90,Cloudy skies,Full cloud cover,13-01-2019 06:00,13-01-2019,7693.92
,255.76,0,0,90,Cloudy skies,Full cloud cover,13-01-2019 08:00,13-01-2019,8475.22
,258.84,0,0,91,Snowfall,Flurries,13-01-2019 10:00,13-01-2019,5915.52
,262.24,0,0,90,Cloudy skies,Full cloud cover,13-01-2019 12:00,13-01-2019,6457.62
,266.45,0,0,75,Cloudy skies,Fragmented clouds,13-01-2019 14:00,13-01-2019,7144.02
,267.84,0,0,1,Airborne particles,Smoky air,13-01-2019 16:00,13-01-2019,9057.62
,266.42,0,0,1,Airborne particles,Smoky air,13-01-2019 18:00,13-01-2019,6462.82
,264.12,0,0,1,Airborne particles,Smoky air,13-01-2019 20:00,13-01-2019,3940.82
,263.52,0,0,75,Airborne particles,Smoky air,13-01-2019 22:00,13-01-2019,2490.02
,263.88,0,0,1,Airborne particles,Smoky air,13-01-2019 23:00,13-01-2019,1789.32
,264.52,0,0,41,Light fog,Fine fog,14-01-2019 01:00,14-01-2019,875.42
,265.48,0,0,76,Airborne particles,Smoky air,14-01-2019 04:00,14-01-2019,1511.12
,265.55,0,0,90,Airborne particles,Smoky air,14-01-2019 06:00,14-01-2019,7095.92
,266.35,0,0,40,Airborne particles,Smoky air,14-01-2019 08:00,14-01-2019,7852.52
,266.18,0,0,90,Airborne particles,Smoky air,14-01-2019 10:00,14-01-2019,6010.42
,268.38,0,0,90,Airborne particles,Smoky air,14-01-2019 12:00,14-01-2019,6611.02
,270.01,0,0,90,Light fog,Fine fog,14-01-2019 14:00,14-01-2019,7530.12
,270.38,0,0,90,Airborne particles,Smoky air,14-01-2019 16:00,14-01-2019,9157.72
,270.05,0,0,90,Light fog,Fine fog,14-01-2019 18:00,14-01-2019,6197.62
,270.22,0,0,90,Light fog,Fine fog,14-01-2019 20:00,14-01-2019,4094.22
,269.94,0,0,76,Light fog,Fine fog,14-01-2019 22:00,14-01-2019,2852.72
,268.98,0,0,90,Light fog,Fine fog,15-01-2019 00:00,15-01-2019,1404.52
,268.89,0,0,90,Light fog,Fine fog,15-01-2019 01:00,15-01-2019,1044.42
,267.88,0,0,91,Light fog,Fine fog,15-01-2019 04:00,15-01-2019,1500.72
,267.72,0,0,91,Light fog,Fine fog,15-01-2019 06:00,15-01-2019,7431.32
,267.41,0,0,90,Light fog,Fine fog,15-01-2019 08:00,15-01-2019,7582.12
,267.63,0,0,90,Snowfall,Flurries,15-01-2019 10:00,15-01-2019,6200.22
,266.42,0,0,90,Cloudy skies,Full cloud cover,15-01-2019 12:00,15-01-2019,7129.72
,268.01,0,0,91,Cloudy skies,Full cloud cover,15-01-2019 14:00,15-01-2019,7654.92
,267.49,0,0,2,Clear skies,Clear skies,15-01-2019 16:00,15-01-2019,8853.52
,266.62,0,0,1,Clear skies,Clear skies,15-01-2019 18:00,15-01-2019,6666.92
,265.19,0,0,40,Cloudy skies,Partly cloudy skies,15-01-2019 20:00,15-01-2019,4248.92
,262.96,0,0,90,Cloudy skies,Full cloud cover,15-01-2019 22:00,15-01-2019,4750.72
,262.51,0,0,90,Cloudy skies,Full cloud cover,15-01-2019 23:00,15-01-2019,2629.12
,261.93,0,0,90,Cloudy skies,Full cloud cover,16-01-2019 00:00,16-01-2019,2331.42
,261.68,0,0,75,Cloudy skies,Fragmented clouds,16-01-2019 01:00,16-01-2019,1764.62
,260.5,0,0,40,Cloudy skies,Partly cloudy skies,16-01-2019 02:00,16-01-2019,1382.42
,257.6,0,0,2,Clear skies,Clear skies,16-01-2019 05:00,16-01-2019,1314.82
,255.92,0,0,1,Clear skies,Clear skies,16-01-2019 06:00,16-01-2019,2002.52
,255.28,0,0,41,Cloudy skies,Partly cloudy skies,16-01-2019 07:00,16-01-2019,2854.02
,255.31,0,0,41,Cloudy skies,Partly cloudy skies,16-01-2019 08:00,16-01-2019,3812.12
,255.72,0,0,90,Cloudy skies,Full cloud cover,16-01-2019 10:00,16-01-2019,5296.72
,256.05,0,0,90,Snowfall,Flurries,16-01-2019 11:00,16-01-2019,5890.82
,256.31,0,0,90,Snowfall,Flurries,16-01-2019 12:00,16-01-2019,6409.52
,256.47,0,0,76,Airborne particles,Smoky air,16-01-2019 14:00,16-01-2019,6451.12
,255.85,0,0,1,Clear skies,Clear skies,16-01-2019 16:00,16-01-2019,6452.42
,253.86,0,0,2,Clear skies,Clear skies,16-01-2019 18:00,16-01-2019,5515.12
,253.22,0,0,5,Clear skies,Clear skies,16-01-2019 20:00,16-01-2019,3917.42
,252.35,0,0,1,Clear skies,Clear skies,16-01-2019 22:00,16-01-2019,3474.12
,251.35,0,0,1,Clear skies,Clear skies,16-01-2019 23:00,16-01-2019,3127.02
,250.95,0,0,1,Clear skies,Clear skies,17-01-2019 00:00,17-01-2019,1811.42
,249.55,0,0,1,Clear skies,Clear skies,17-01-2019 02:00,17-01-2019,1264.12
,249.31,0,0,1,Clear skies,Clear skies,17-01-2019 03:00,17-01-2019,874.12
,248.58,0,0,90,Airborne particles,Smoky air,17-01-2019 04:00,17-01-2019,1026.22
,248.38,0,0,40,Cloudy skies,Partly cloudy skies,17-01-2019 06:00,17-01-2019,1626.82
,247.85,0,0,1,Clear skies,Clear skies,17-01-2019 07:00,17-01-2019,2282.02
,248.15,0,0,1,Clear skies,Clear skies,17-01-2019 08:00,17-01-2019,3012.62
,249.68,0,0,5,Clear skies,Clear skies,17-01-2019 09:00,17-01-2019,3709.42
,249.59,0,0,1,Clear skies,Clear skies,17-01-2019 10:00,17-01-2019,4135.82
,252.15,0,0,1,Clear skies,Clear skies,17-01-2019 11:00,17-01-2019,4554.42
,252.98,0,0,5,Clear skies,Clear skies,17-01-2019 13:00,17-01-2019,5569.72
